Work Order,Description,Charge To,Charge To Name,Type,Status,Shift,Priority,Created,Creator,Assigned,Scheduled,Fail Code,Actual Finish,Completion Comments
18054953,L8OVEN1:  repair shaft nos  for band support roller. Third roller from left to right.,7855,Muffin Band Oven L8OV1,CM,Approved,,1,1/20/18,BBUGRNOHERNANDEZ,,12/31/1899,FAB,12/31/1899,w/O still open to be contue next down day
18054951,"L7PTC2:  need 1/4” npt air pressure regulator, don’t see non in stock,     *****NOTE: No purchase request has been submitted for this work order.*****",7998,Muffin Proofer Transfer Conveyor L7PTC2,CM,Approved,,2,1/20/18,BBUGRNWCARRASCO,,12/31/1899,,12/31/1899,
18054811,L8BTT3 wear strips are worn and need to be replaced. Joe T. Says the wear strips are on order. I was able to fit in pieces of wider wear strip until the correct one is able to be installed     *****NOTE: No purchase request has been submitted for this work order.*****,7974,Muffin Packing Conveyor L8BTT3,CM,Approved,,2,1/19/18,BBUGRNJCLAY,,12/31/1899,,12/31/1899,
18054569,L9BTF1:  REPLACE VACUUM CUPS P/N 60539 4 pcs NEEDED,11744,Muffin Starbucks Box Former L9BTF1,CM,Approved,,2,1/16/18,BBUGRNDDUHANCIK,,12/31/1899,,12/31/1899,
18053863,"L7C1:  Replace product belt as it had snapped apart many times.     *****NOTE:  Did not get enough conveyor pieces to replace the complete belt.  Replace those sections badly damaged/welded together.  PLACE HOURS ON THE WORK ORDER, BUT DO NOT CLOSE AS PARTS ARE STILL OUTSTANDING.*****",7915,Muffin Cooler L7C1,CM,Approved,,1,1/15/18,BBUGRNJTHOMPSON,,12/31/1899,BROKE,12/31/1899,
18053266,365 DAY PM - Muffin Band Oven L9OV2,7858,Muffin Band Oven L9OV2,PM,Approved,,,1/9/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18053262,365 DAY PM - Muffin Dough Mixer EMMIX2,7927,Muffin Dough Mixer EMMIX2,PM,Approved,,,1/9/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18053218,180 DAY PM - Muffin Proofer L7PB,7994,Muffin Proofer L7PB,PM,Approved,,,1/9/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18052443,180 DAY PM - Bread Overwrapper L2W1,7252,Bread Overwrapper L2W1,PM,Approved,,,1/8/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18051813,EM OXIDIZER:  Replace control board on Powerlfex 700 for PV fan,14124,Oxidizer #3 OXID-C,CM,Approved,,2,1/2/18,BBUGRNSBOOTH,,12/31/1899,,12/31/1899,
17048703,LANTECH CASE ERECTOR REPLACE THE SUCTION CUP ASSY P/N 001349/A 4pcs 003159/A 4pcs 006860/A 8pcs 001811/A 4pcs 001560/A 4pcs,6802,LANTECH Case Erector,CM,Approved,,2,12/6/17,BBUGRNDDUHANCIK,,12/31/1899,,12/31/1899,
17047948,FAC:     We need the measuring device on the Trough Grease tank fixed or we need a sight glass tube installed on the side so we can keep an accurate measurement of what is in the Trough Grease Tank.,FACILITY SUPPORT LINES GR,FACILITY SUPPORT LINES GR,CM,Approved,,2,11/30/17,BBUGRNEMADDOX,,12/31/1899,,12/31/1899,
17046621,180 DAY PM - Muffin Band Oven L9OV2,7858,Muffin Band Oven L9OV2,PM,Approved,,,11/21/17,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
17043328,"L1CO - Ambient:  Inspect ladders to catwalks.  Comment was that ""ladders need to have cages"".  Inspect ladders and research OSHA requirements.  Depending on what is found, add cages to those ladders requiring them.  This is an item from the cooler third party inspection (13.5).",6744,Bread Cooler - Ambient L1CO,CM,Approved,,2,10/31/17,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
17043326,"L1CO - Ambient:  Place ""CAUTION MACHINE STARTS AUTOMATICALLY"" signs in various positions around the cooler.  This is an item from the cooler third party inspection (13.2).",6744,Bread Cooler - Ambient L1CO,CM,Approved,,2,10/31/17,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
17043325,"L1CO - Ambient:  Look at all motors/guards on the cooler and place ""DO NOT REMOVE GUARD"" signs as appropriate/needed.  This is an item from the cooler third party inspection (13.1).",6744,Bread Cooler - Ambient L1CO,CM,Approved,,2,10/31/17,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
17043321,L1CO - Ambient:  Replace the timing sprockets due to showing signs of wear.  This is an item from the cooler third party inspection (5.3).,6744,Bread Cooler - Ambient L1CO,CM,Approved,,2,10/31/17,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
17037539,"FAC:     L7OV1 oven humidifier, left hatch just after valve (see photo) needs to be repaired. As per John B assigned to Kenny Cable  gave a copy of the work order to kenny kable 4/6/2018 per scott",7853,Muffin Band Oven L7OV1,CM,Approved,Misc,2,9/23/17,BBUGRNLCOSTA,,12/31/1899,,12/31/1899,
17036487,L9B1:  Replace Rubber rollers all 3 worn out. Part #78TT13      P/R 3/9/18,7851,Muffin Bagger L9B1,CM,Approved,,2,9/16/17,BBUGRNJBOREA,,12/31/1899,,12/31/1899,
17034974,"FAC:     Silo 17 Air System is still not working properly. Receivers constantly have to go back and forth down stairs to get flour moving, and on our off shift they are just switching to other Silos.",8141,Whole Wheat Flour Silos #17,CM,Approved,1,2,9/6/17,BBUGRNEMADDOX,,12/31/1899,,12/31/1899,
17034774,FAC:     I  recently put in a work order to anchor down the jumper station.You should consider moving back.In it's current location it sticks out like a sore thumb.,13223,Building and Grounds,CM,Approved,,2,9/4/17,BBUGRNPCARLUCCI,,12/31/1899,,12/31/1899,
17034773,FAC:     There are two new leaks in Br makeup coming from Br Mixing.Both are to the right of the production office.For exact location see Nick Gallinelli.,13223,Building and Grounds,CM,Approved,2,2,9/4/17,BBUGRNPCARLUCCI,,12/31/1899,,12/31/1899,
17034256,FAC:     The CIP jumper station between mixer 4 and 10 has been hit and needs to be anchored down before Friday when we do the EM outside CIP.,FACILITY SUPPORT LINES GR,FACILITY SUPPORT LINES GR,CM,Approved,,2,8/30/17,BBUGRNPCARLUCCI,,12/31/1899,,12/31/1899,
17032485,FAC:     REPLACE TB WOODS COUPLING ELEMENT,FACILITY SUPPORT LINES GR,FACILITY SUPPORT LINES GR,CM,Approved,,2,8/23/17,BBUGRNNCRYDER,,12/31/1899,,12/31/1899,
17030403,L9B1:  Please replace damaged overhead paddle pin bushings.     P/R 3/9/18,7851,Muffin Bagger L9B1,CM,Approved,,2,8/4/17,BBUGRNTSZWEJTYS,,12/31/1899,,12/31/1899,
17026060,FAC:     silo 15 feeder leaks flour - repair and stop leak,8059,Patent Flour Silos #15,CM,Approved,,2,7/13/17,BBUGRNRBIRD,,12/31/1899,,12/31/1899,
17022163,L9B1:  Replace both clutch assembly air exhaust mufflers      P/R 3/9/18,7851,Muffin Bagger L9B1,CM,Approved,,2,6/16/17,BBUGRNMROSICLAIR,,12/31/1899,,12/31/1899,
17022151,"L9B1:  Replace both in-Feed and transfer conveyor drive chains.  Additionally, change the sprockets and belt for the (white) in-feed conveyor.  While open, inspect the shaft and bearings.     P/R 3/9/18",7851,Muffin Bagger L9B1,CM,Approved,,2,6/16/17,BBUGRNMROSICLAIR,,12/31/1899,,12/31/1899,
17022150,L9B1:  Replace single/twin pack switching cam follower. See pic     P/R 3/9/18,7851,Muffin Bagger L9B1,CM,Approved,,2,6/16/17,BBUGRNMROSICLAIR,,12/31/1899,,12/31/1899,
17019580,FAC:  roof leaking near molasses tanks where roof was recently repaired.  Investigate and repair,13678,Receiving Roof,CM,Approved,,2,6/1/17,BBUGRNRBIRD,,12/31/1899,,12/31/1899,
17017740,FAC:     Mixer # 2 Refrigeration valve (Glycol) need to change.,7069,Bread Dough Mixer M02MIX,CM,Approved,,2,5/17/17,BBUGRNGSMITH,,12/31/1899,,12/31/1899,
17017721,FAC:     Need 4 - 4L880 belts for air units on the roof,BBU GREENWICH FACILITY,BBU GREENWICH FACILITY,CM,Approved,,2,5/17/17,BBUGRNNCRYDER,,12/31/1899,,12/31/1899,
17015235,FAC:     Please install an air connection on line 1 by P6.  There is an air connection there already. We need it for the change overs.We are waiting on Production to finish with it before we can use it.,13223,Building and Grounds,CM,Approved,,2,5/4/17,BBUGRNPCARLUCCI,,12/31/1899,,12/31/1899,
17014527,FAC:     Several pipes in mixing that run adjacent to the scaling room wall have condensation present.  This condition must be corrected.  ***Request sent to supervisor 10-5 to determine if work completed or not.***,13223,Building and Grounds,CM,Approved,,4,4/28/17,BBUGRNRBIRD,,12/31/1899,,12/31/1899,
17012966,L1W3:  Replace overhead chains assembly.,7250,Bread Overwrapper L1W3,CM,Approved,,2,4/18/17,BBUGRNRPOTTER,,12/31/1899,,12/31/1899,
17012964,L1W1:  Replace overhead chain assembly.,7248,Bread Overwrapper L1W1,CM,Approved,,2,4/18/17,BBUGRNRPOTTER,,12/31/1899,,12/31/1899,
17012961,L1W4:  Replace cross-feed chains assembly.,7251,Bread Overwrapper L1W4,CM,Approved,,2,4/18/17,BBUGRNRPOTTER,,12/31/1899,,12/31/1899,
17012959,L1W2:  Replace cross-feed chains assembly.,7249,Bread Overwrapper L1W2,CM,Approved,,2,4/18/17,BBUGRNRPOTTER,,12/31/1899,,12/31/1899,
17007022,FAC:     Remove the old door frame that exists next to roll line surge tank.  The old frame is not sealed and sometimes has roach activity present.  ***Request sent to supervisor 10-5 to determine if work completed or not.***,13223,Building and Grounds,CM,Approved,,4,3/10/17,BBUGRNRBIRD,,12/31/1899,,12/31/1899,
17006304,FAC:   REINSTALL PLASTIC CURTAINS ON ENTRANCE WAYS TO BREAD WRAPPING.  ***Request sent to supervisor 10-5 to determine if work completed or not.***,13223,Building and Grounds,CM,Approved,,4,3/6/17,BBUGRNRBIRD,,12/31/1899,,12/31/1899,
